topic,keyword,importance
1,care,0.031493995
1,health,0.027040096
1,mental,0.025674446
1,youth,0.018848099
1,treatment,0.01629636
1,adolescent,0.016138213
1,depression,0.014930151
1,datum,0.01389276
1,platform,0.0127194775
1,primary,0.012706311
1,social,0.012646845
1,referral,0.011751198
1,study,0.011288748
1,assessment,0.010588276
1,improve,0.0101535
1,digital,0.00940034
1,base,0.009323631
1,provider,0.008944361
1,trial,0.008614541
1,service,0.008513345
1,healthcare,0.008027429
1,support,0.007943092
1,increase,0.007252307
1,effectiveness,0.0071579693
1,age,0.0064536603
1,symptom,0.0062375683
1,build,0.0060030515
1,system,0.00596379
1,disorder,0.0059182816
1,evidence,0.005894751
2,system,0.051160157
2,recording,0.02526342
2,device,0.022398338
2,probe,0.016475683
2,neural,0.015245545
2,array,0.014546912
2,datum,0.0140196625
2,sensor,0.013501327
2,design,0.013085484
2,integrate,0.012021629
2,animal,0.010857653
2,aim,0.0095567815
2,channel,0.009434877
2,electrode,0.008980368
2,head,0.008388718
2,closed_loop,0.008271325
2,density,0.007740942
2,enable,0.00735333
2,experiment,0.0073341257
2,cost,0.0067470768
2,high,0.0064840144
2,wearable,0.0061387247
2,interface,0.00609274
2,drive,0.0055937064
2,different,0.0055457316
2,signal,0.0054724906
2,move,0.005165487
2,also,0.005161818
2,binge_eat,0.0051295287
2,sub,0.0050456207
3,patient,0.01938763
3,child,0.018393349
3,tool,0.014189006
3,assessment,0.01229061
3,early,0.010623583
3,set,0.010197877
3,year,0.009852242
3,screening,0.009250018
3,method,0.009222926
3,model,0.009118385
3,treatment,0.007852047
3,more,0.0070792534
3,analysis,0.006893578
3,team,0.006452411
3,adapt,0.0063438728
3,highly,0.006236091
3,communication,0.0059781903
3,success,0.005646904
3,decision,0.005361458
3,require,0.0053456007
3,future,0.005134276
3,establish,0.0050794403
3,detection,0.0050591463
3,comparison,0.0048438343
3,proposal,0.004805778
3,machine_learning,0.004781466
3,material,0.004699519
3,level,0.004662712
3,effect,0.004650057
3,cognitive,0.0046404945
4,research,0.027725652
4,stimulation,0.025657374
4,circuit,0.017413465
4,brain,0.0145827085
4,work,0.01445676
4,study,0.01261496
4,enable,0.012033382
4,neuroscience,0.011372581
4,cloud,0.011327862
4,rodent,0.010192211
4,activity,0.009683681
4,capability,0.009265289
4,behavior,0.009243457
4,size,0.008462237
4,complex,0.00833831
4,base,0.008124497
4,feasibility,0.007949236
4,human,0.0075960234
4,neural_circuit,0.007023665
4,tool,0.0065828688
4,animal,0.006539469
4,scientific,0.006199925
4,datum,0.0060233483
4,compete,0.005998889
4,cable,0.005829765
4,advanced,0.005695894
4,image,0.0056169545
4,wireless,0.005590604
4,optogenetic,0.0054529672
4,specifically,0.0053392923
5,treatment,0.022825215
5,individual,0.02185836
5,depression,0.020746963
5,test,0.01962365
5,patient,0.01850184
5,base,0.01637281
5,system,0.012825317
5,adherence,0.011243055
5,efficacy,0.008064344
5,detect,0.0076419916
5,positive,0.0074782018
5,application,0.007284662
5,new,0.0063944417
5,goal,0.0063044666
5,people,0.0060301255
5,stimulus,0.005777363
5,take,0.0056970795
5,resistant,0.00553837
5,effect,0.005430053
5,time,0.005368566
5,participant,0.005318611
5,ensure,0.0053001298
5,give,0.005249332
5,record,0.0052094413
5,predictive,0.005172827
5,show,0.0051712627
5,reminder,0.0051396294
5,measure,0.005129017
5,remain,0.0051246854
5,antidepressant,0.0050138286
6,drug,0.03273794
6,preclinical,0.024894826
6,lead,0.021799708
6,study,0.021053597
6,investigation,0.019746007
6,molecular,0.017793639
6,include,0.01398078
6,behavioral,0.01297709
6,largely,0.011005084
6,development,0.01095948
6,aim,0.01055284
6,make,0.009056791
6,biomarker,0.008981559
6,novel,0.008671653
6,clinical,0.008571604
6,successful_completion,0.008528402
6,human,0.007847745
6,fast,0.007042499
6,signal,0.0069431965
6,unparalleled,0.006793542
6,focus,0.006738798
6,effort,0.0066255196
6,deliver,0.0062739556
6,necessary,0.0062648053
6,vivo,0.006246969
6,neurobiology,0.0062124995
6,lack,0.006209437
6,translational,0.0061138533
6,new,0.0060098893
6,accessible,0.005882808
7,software,0.019042708
7,high,0.017378105
7,quality,0.017210472
7,test,0.015637668
7,platform,0.013566181
7,result,0.013474299
7,prototype,0.012900459
7,community,0.01213285
7,objective,0.011222082
7,testing,0.011197351
7,time,0.010299031
7,model,0.009289551
7,standard,0.009140518
7,assess,0.008957566
7,solution,0.00878279
7,permit,0.008702764
7,client,0.008436334
7,site,0.008363666
7,training,0.008343932
7,package,0.008105877
7,proposal,0.00800314
7,design,0.0077377195
7,most,0.007491361
7,technology,0.007468801
7,researcher,0.0071436693
7,product,0.006910508
7,specific,0.0067607607
7,include,0.0067134993
7,evaluate,0.006640737
7,analysis,0.0063644964
8,cell,0.032026533
8,neuron,0.031144464
8,assay,0.020802278
8,compound,0.019898968
8,drug,0.01862629
8,disease,0.015270427
8,model,0.01302472
8,identify,0.012696186
8,platform,0.012008642
8,protein,0.010984189
8,peptide,0.0109048365
8,activity,0.010487427
8,therapeutic,0.010211792
8,potential,0.010166596
8,target,0.010162442
8,discovery,0.009812155
8,stimulate,0.0093776
8,plate,0.008216341
8,cellular,0.007846275
8,screen,0.0075303046
8,phenotype,0.007135773
8,temporal_resolution,0.007116158
8,fusion,0.0070798453
8,single,0.007078607
8,pharmacological,0.007050024
8,include,0.0070327795
8,balance,0.0070207957
8,fluorescent,0.0069406205
8,phenotypic,0.0064310334
8,gene,0.006403674
9,project,0.026347177
9,brain,0.02450664
9,adult,0.02328649
9,system,0.016738573
9,imaging,0.014495044
9,safe,0.013762763
9,neonatal,0.013756961
9,patient,0.013545913
9,clinical,0.013540311
9,goal,0.011841581
9,hospital,0.011720801
9,human,0.011620841
9,functional,0.011079676
9,necessary,0.010632593
9,disorder,0.0102487905
9,pediatric,0.009950937
9,care,0.0098428
9,quality,0.00955642
9,establish,0.008527062
9,connectome,0.008399979
9,image,0.008310088
9,validate,0.008269286
9,however,0.008210693
9,research,0.008024048
9,invasive,0.007820358
9,low,0.007340867
9,diagnosis,0.006937928
9,multiple,0.0068173823
9,body,0.0067920596
9,whole,0.006519026
10,analysis,0.014489414
10,frame,0.013223155
10,automate,0.011976024
10,pathology,0.010612956
10,laser,0.010337579
10,subcellular,0.009167321
10,realize,0.009130487
10,focus,0.008667745
10,subject,0.0085804295
10,tool,0.008509026
10,connectomic,0.008355045
10,neuronal,0.007921674
10,quantify,0.007891484
10,workflow,0.007830866
10,circuit,0.0076704416
10,collaborate,0.007459411
10,brain,0.007383765
10,reconstruction,0.0073167575
10,sub,0.0071810344
10,neuron,0.0070858137
10,function,0.0069539663
10,consume,0.0068139266
10,disease,0.006772568
10,example,0.006725427
10,also,0.00649055
10,network,0.0063306326
10,surgery,0.0062910095
10,synapsis,0.006151811
10,correlate,0.006057432
10,elucidate,0.0059231683
11,image,0.04360739
11,patient,0.04298365
11,head_motion,0.027814798
11,scan,0.025081964
11,motion,0.0240427
11,information,0.023533152
11,time,0.022754705
11,brain,0.021674016
11,real,0.017001562
11,technology,0.016171142
11,acquire,0.015399502
11,more,0.014565303
11,provide,0.013941366
11,mri,0.013343998
11,make,0.012688699
11,result,0.011253108
11,too,0.010976875
11,propose,0.009634946
11,repeat,0.009399863
11,cost,0.009353689
11,anesthesia,0.0091079725
11,firmm_biofeedback,0.009039035
11,safe,0.009021527
11,usable,0.0086156465
11,many,0.008405907
11,scanning,0.008362178
11,research,0.008158917
11,extra,0.007817845
11,prevent,0.0077280654
11,few,0.007709567
12,implant,0.030112807
12,clinical,0.027436744
12,medication,0.023104964
12,infant,0.020561367
12,strategy,0.017423183
12,medical,0.014198944
12,adherence,0.009895266
12,trial,0.008761377
12,establish,0.008221338
12,year,0.008152584
12,aim,0.007908415
12,viral,0.00790369
12,study,0.007818512
12,behavior,0.0075744595
12,blood,0.007288783
12,successfully,0.0072525055
12,coverage,0.00709541
12,approximately,0.007047268
12,social,0.006976087
12,long_term,0.00666892
12,device,0.00651
12,exist,0.0061699054
12,output,0.0060079023
12,sense,0.0059773196
12,physician,0.0058784373
12,laborious,0.005600395
12,complete,0.005544304
12,submission,0.0054682377
12,evaluate,0.0054412885
12,great,0.0053916615
13,brain,0.05004692
13,imaging,0.029872715
13,high,0.01820013
13,technology,0.015285867
13,image,0.014675846
13,tissue,0.014318577
13,neuronal,0.013214525
13,resolution,0.011864214
13,neuron,0.01088168
13,speed,0.0102818785
13,microscope,0.009122476
13,whole,0.007982246
13,new,0.007875612
13,software,0.0076777614
13,novel,0.0074049663
13,perform,0.0070373737
13,function,0.0068818843
13,optical,0.006810158
13,neuroscience,0.0063966904
13,activity,0.006373461
13,demonstrate,0.006135142
13,large,0.006007372
13,capability,0.005651721
13,fluorescence,0.0054599834
13,product,0.0052455673
13,neurological,0.005104718
13,performance,0.0049489615
13,sample,0.0049143224
13,technique,0.0049032914
13,wide,0.004899415
14,intervention,0.022128543
14,health,0.021640416
14,treatment,0.01445832
14,training,0.014362597
14,youth,0.012475463
14,app,0.011495083
14,mental,0.011214714
14,child,0.01106231
14,suicide,0.009468437
14,risk,0.009444185
14,parent,0.008590424
14,care,0.008355706
14,user,0.008342762
14,patient,0.0078057237
14,implementation,0.0076591442
14,support,0.0076233824
14,reduce,0.0072178883
14,provider,0.0071134754
14,family,0.0071069202
14,skill,0.0069302106
14,service,0.0067578587
14,access,0.006655428
14,practice,0.006619428
14,deliver,0.0061395722
14,rate,0.005967245
14,therapist,0.005891811
14,receive,0.005854934
14,need,0.0058006966
14,behavior,0.005700358
14,people,0.0056648934
15,target,0.028958708
15,cell,0.022820568
15,human,0.01959714
15,response,0.013728448
15,approach,0.012722269
15,development,0.010578255
15,phase,0.009506921
15,delivery,0.009312583
15,therapeutic,0.0089925295
15,brain,0.0089835385
15,strategy,0.008494383
15,effective,0.008265362
15,line,0.007756583
15,associate,0.00755643
15,non,0.007362299
15,antibody,0.007308647
15,functional,0.0072950013
15,disease,0.006505917
15,new,0.006153722
15,genetic,0.0061032344
15,receptor,0.005826002
15,effect,0.0055823745
15,surface,0.00533708
15,molecule,0.0053011947
15,drug,0.0051487703
15,identify,0.005074333
15,advanced,0.0049529476
15,elicit,0.0048068133
15,region,0.004751732
15,project,0.0046942485
16,work,0.021179844
16,study,0.013511614
16,life,0.0128751695
16,home,0.01262029
16,time,0.012093625
16,dynamic,0.0118850395
16,real,0.011414761
16,need,0.011008152
16,measure,0.010701728
16,critical,0.010572344
16,device,0.010104912
16,active,0.009087353
16,build,0.008639497
16,caregiver,0.008342762
16,role,0.008255909
16,test,0.007902296
16,control,0.007660559
16,mental,0.00761657
16,integrate,0.00690515
16,smart,0.006851381
16,smartphone,0.006837394
16,learning,0.0068272497
16,platform,0.0066781878
16,health,0.0065830313
16,target,0.0065568495
16,double_blind,0.0064723385
16,teaching,0.006303955
16,relationship,0.006210535
16,personalized,0.006047358
16,design,0.005937735
