topic,keyword,importance
1,drug,0.03847363
1,cell,0.022013968
1,platform,0.0102443835
1,model,0.009817379
1,disease,0.009549713
1,human,0.008680138
1,development,0.0077262847
1,assay,0.006986511
1,lead,0.006940724
1,gene,0.0062574637
1,target,0.005863366
1,therapeutic,0.005819416
1,throughput,0.005657044
1,screening,0.005420926
1,inhibitor,0.0052779564
1,efficacy,0.0050520357
1,clinical,0.0046958243
1,compound,0.0046561263
1,discovery,0.00453066
1,well,0.0045126313
1,stem,0.0044836276
1,treatment,0.0043645194
1,novel,0.0041178167
1,new,0.004095292
1,candidate,0.003920848
1,enable,0.003894758
1,system,0.003716218
1,screen,0.0037036708
1,animal,0.0036825573
1,culture,0.003629882
2,cell,0.011511813
2,chip,0.010744208
2,clinical,0.009024851
2,device,0.008496923
2,kidney,0.007582947
2,protein,0.007319747
2,model,0.006561174
2,research,0.0056128064
2,work,0.0055442597
2,patient,0.005268083
2,kinase,0.0050473996
2,information,0.0048462623
2,test,0.0046491753
2,specific,0.004597797
2,culture,0.004436988
2,implement,0.004425496
2,human,0.00437938
2,microfluidic,0.0043341434
2,image,0.004278179
2,community,0.004228103
2,assay,0.004122755
2,study,0.003919129
2,phase,0.003902978
2,product,0.003857205
2,health,0.0038433261
2,analysis,0.0038025023
2,application,0.0036864907
2,practice,0.0036833384
2,feature,0.003414598
2,drug,0.003313629
3,delivery,0.01749961
3,gene,0.010672718
3,protein,0.010419352
3,platform,0.008153891
3,high,0.0075436793
3,technology,0.007537136
3,target,0.0064503597
3,therapeutic,0.0064103524
3,drug,0.0060741003
3,system,0.006042537
3,assay,0.0051041655
3,discovery,0.0049458533
3,cell,0.0048127533
3,time,0.0048018433
3,cargo,0.0047217263
3,datum,0.0045722574
3,large,0.0043213908
3,tissue,0.004125386
3,formulation,0.0040965956
3,offer,0.0039895284
3,peptide,0.0039343424
3,vector,0.003864919
3,sensor,0.003859325
3,throughput,0.00375589
3,real,0.0036876302
3,disease,0.0036423109
3,therapy,0.0036160178
3,release,0.003543781
3,program,0.0035417092
3,effect,0.0035006735
4,biologic,0.013112513
4,liver,0.012274593
4,system,0.011421673
4,technology,0.0076092943
4,product,0.007332388
4,cost,0.006380712
4,sample,0.006347576
4,complex,0.006277064
4,device,0.0061293994
4,cell,0.006018582
4,particle,0.0057900026
4,therapy,0.0055668214
4,induce,0.00551711
4,test,0.0054733553
4,single,0.005445009
4,other,0.005412416
4,reduce,0.005409036
4,study,0.005392404
4,prototype,0.005357429
4,therapeutic,0.0051625
4,integrate,0.005049517
4,such,0.0049181483
4,need,0.0048356503
4,measurement,0.0048165414
4,detection,0.0045593097
4,injury,0.0045413827
4,vector,0.004419424
4,response,0.0044106985
4,human,0.0040192953
4,aim,0.003801673
5,continuous,0.013655777
5,video,0.00884519
5,therapeutic,0.008565439
5,cell,0.008499588
5,oligonucleotide,0.00817386
5,flow,0.008032263
5,chemical,0.008003533
5,mixture,0.007543554
5,crystallization,0.0071230317
5,enhance,0.007055576
5,physician,0.006502371
5,nucleation,0.00648076
5,first,0.006245567
5,training,0.006079924
5,therapy,0.005934336
5,medical,0.005001516
5,human,0.004795505
5,rural,0.004775613
5,safety,0.0046731457
5,scientist,0.0045590666
5,api,0.0045533907
5,disorder,0.0044631376
5,manufacture,0.0044434424
5,module,0.004232703
5,surface,0.0039115627
5,improve,0.0039110603
5,efficacy,0.0038486498
5,deliver,0.0036476364
5,rare,0.0035850257
5,study,0.00342146
6,patient,0.014749808
6,receptor,0.012265292
6,protein,0.011405494
6,fiber,0.009434908
6,blood,0.009074369
6,activity,0.008885555
6,compound,0.008184324
6,molecule,0.007946772
6,small,0.0075358003
6,include,0.007467419
6,assay,0.0072344565
6,study,0.0066280286
6,enzyme,0.0064217392
6,muscle,0.0061153746
6,device,0.005946266
6,enable,0.005438704
6,target,0.004719341
6,produce,0.004709503
6,therapy,0.0044343225
6,medical,0.004264882
6,demonstrate,0.0042553344
6,neuron,0.004210896
6,expression,0.003983287
6,trial,0.0037321663
6,pediatric,0.0036958505
6,tissue,0.0036171256
6,selective,0.0035826995
6,aim,0.0035719608
6,clinical,0.0035525833
6,proposal,0.0035015154
7,cell,0.015193519
7,production,0.011180088
7,process,0.00925767
7,manufacturing,0.0077309757
7,research,0.0077220327
7,base,0.0072326483
7,scale,0.007232193
7,system,0.006934777
7,technology,0.006505657
7,development,0.00640145
7,vector,0.0060410732
7,vaccine,0.0058694603
7,care,0.005834168
7,single,0.0051747654
7,datum,0.0048128883
7,health,0.0047212024
7,year,0.0046656886
7,therapy,0.0045648506
7,pdms,0.00453627
7,cost,0.0044060727
7,cancer,0.004350564
7,virus,0.0043319063
7,increase,0.0042406707
7,commercial,0.0041443068
7,build,0.004015574
7,delivery,0.0039029976
7,time,0.0038707815
7,platform,0.003848853
7,treatment,0.0037119095
7,disease,0.0035818564
