topic,keyword,importance
1,chemical,0.0350088
1,device,0.018545054
1,test,0.015931444
1,mercury,0.012909892
1,skin,0.010297977
1,uv,0.010214178
1,class,0.009726343
1,exposure,0.009591081
1,thm,0.009162303
1,industry,0.008367603
1,currently,0.008043507
1,monitor,0.007828873
1,detect,0.007623764
1,most,0.0072650914
1,aop,0.006693223
1,include,0.0066753286
1,selectivity,0.006232668
1,swb,0.0061203022
1,medical,0.005700291
1,personal,0.005541043
1,validate,0.0054815803
1,cause,0.0052697523
1,irritation,0.0050673503
1,sensitivity,0.004902653
1,ocular_irritant,0.004874343
1,determine,0.0046966793
1,nonanimal,0.0046003326
1,product,0.004533299
1,safety,0.0044863927
1,cancer,0.00445055
2,model,0.02717983
2,cell,0.021536479
2,human,0.018168472
2,toxicity,0.01444244
2,chemical,0.014357002
2,datum,0.012936903
2,animal,0.011612721
2,compound,0.010075334
2,drug,0.009487065
2,assay,0.009110315
2,testing,0.007824563
2,response,0.0076411385
2,tissue,0.0070714904
2,system,0.006808672
2,assessment,0.0065835468
2,culture,0.00627546
2,well,0.006189323
2,vivo,0.0060999473
2,organoid,0.0058692303
2,toxicology,0.0056960643
2,predict,0.005086933
2,liver,0.004928393
2,platform,0.004808645
2,screening,0.004703303
2,method,0.004550814
2,enable,0.004324869
2,clinical,0.0042543756
2,approach,0.004134682
2,effect,0.003893041
2,also,0.0038678912
3,worker,0.019744856
3,campaign,0.0117326295
3,delay,0.0102088945
3,pandemic,0.010150658
3,essential,0.00903707
3,include,0.008863779
3,pathogen,0.008596668
3,training,0.0081397155
3,recruit,0.007638463
3,proactively,0.0066362247
3,organization,0.0063961307
3,audience,0.006377815
3,protein,0.005595593
3,coronavirus,0.0054917443
3,time,0.005324854
3,safety,0.005199142
3,remote,0.0050266855
3,microbiological,0.0049682707
3,encourage,0.00489339
3,recommendation,0.004739018
3,just,0.0047153956
3,behavior,0.0046380176
3,support,0.0046032076
3,formative,0.0045296825
3,manage,0.0044983905
3,inflammasome,0.0044525214
3,assessment,0.0040878905
3,thorough,0.0040755337
3,tailor,0.0039743246
3,multimedia,0.003917217
4,air_pollution,0.050068814
4,pm,0.035849985
4,premature,0.015573758
4,drive,0.011799084
4,urban,0.009107581
4,introduce,0.00812798
4,particulate_matter_pm,0.0072402414
4,keep_pace,0.00724022
4,renal,0.0072010383
4,negative,0.0061315564
4,detailed,0.0060495357
4,mortality,0.005765667
4,respiratory_tract,0.0057656537
4,µm,0.005598468
4,basal,0.0043479577
4,asset,0.00426239
4,vasculature,0.0041864477
4,save,0.0037117905
4,nasal,0.003296732
4,procarcinogen,0.0032965806
4,distribution,0.0026957556
4,nasal_epithelial,0.002245292
4,nanotoxicology,0.0022452897
4,nasal_cavity,0.0022452858
4,aerosolized,0.0022452765
4,wish,0.002245275
4,offering,0.002245266
4,aerosolize,0.0022136022
4,biologic,0.002126767
4,procedure,0.001433209
5,test,0.027399102
5,result,0.009763989
5,rapid,0.008656701
5,scale,0.008260907
5,kit,0.008204421
5,detection,0.008161345
5,technology,0.0077399057
5,require,0.0074096736
5,application,0.0073403516
5,accurate,0.0068234387
5,manufacturing,0.0066740885
5,low,0.0066661057
5,product,0.0065541905
5,remediation,0.006044172
5,sample,0.006000597
5,phase,0.0057896078
5,zone,0.005763617
5,site,0.005724842
5,analysis,0.0054731476
5,regulatory,0.005422055
5,overall,0.0051470483
5,increase,0.0051019536
5,level,0.004989445
5,sensitivity,0.00476404
5,voc,0.0047263047
5,commercialization,0.0046607303
5,long,0.004647363
5,advanced,0.0045323884
5,nonirritant,0.00442947
5,live,0.0043353857
6,training,0.0142181525
6,field,0.010390655
6,human,0.007000574
6,detection,0.0069652447
6,performance,0.0059437994
6,platform,0.0058049257
6,study,0.0054769334
6,assay,0.0053880266
6,responder,0.0050347955
6,exercise,0.004994009
6,sensor,0.004942187
6,game,0.0048152693
6,blood,0.0047877547
6,poisoning,0.0047177114
6,group,0.004489957
6,tool,0.0043589524
6,effective,0.004355814
6,accurate,0.0043252083
6,rapid,0.0042454773
6,sequence,0.0041970583
6,more,0.0041900887
6,high,0.004160658
6,portable,0.004157268
6,system,0.004150274
6,molecule,0.0041270214
6,propose,0.0041209813
6,bind,0.0039963005
6,individual,0.0039875084
6,assess,0.0038562962
6,mutation,0.0038002671
7,exposure,0.03463194
7,product,0.012640824
7,risk,0.010658063
7,time,0.008850349
7,consumer,0.008478849
7,technology,0.006527691
7,level,0.006020692
7,source,0.0056845653
7,release,0.0056362
7,concentration,0.0052717854
7,datum,0.004921973
7,new,0.0048341514
7,indoor,0.0048203114
7,assessment,0.0048119086
7,air,0.004734488
7,generate,0.0046189395
7,enm,0.0046134605
7,market,0.0044796984
7,present,0.0044456036
7,contain,0.0043378016
7,personal,0.0042574275
7,size,0.0042553986
7,disease,0.004075561
7,monitoring,0.0040549324
7,metal,0.003997688
7,nanoparticle,0.0039719576
7,measure,0.0039552096
7,aim,0.003920393
7,catalyst,0.0038843567
7,range,0.0038606962
8,analysis,0.016593657
8,neural,0.015169501
8,assay,0.011659643
8,dnt,0.011594734
8,datum,0.0110555
8,throughput,0.010641699
8,time,0.009909891
8,commercial,0.008540452
8,screening,0.008363454
8,increase,0.008112461
8,platform,0.007901495
8,multivariate,0.0076326123
8,stem,0.0070190085
8,space,0.006846827
8,model,0.0068100905
8,spatial,0.0067570843
8,technology,0.006198449
8,derive,0.006140932
8,plate,0.0059510656
8,high,0.005550864
8,human,0.0055434434
8,automate,0.005416928
8,tube,0.0053169834
8,neural_rosette,0.0049949065
8,tool,0.00492325
8,accuracy,0.004716187
8,available,0.004700325
8,software,0.004669198
8,current,0.0046482743
8,here,0.0046443143
9,water,0.044308923
9,lead,0.025308505
9,technology,0.0234017
9,treatment,0.011326032
9,cost,0.010259046
9,drinking_water,0.010174484
9,device,0.009276068
9,concentration,0.00908566
9,contaminant,0.0090061715
9,site,0.008489786
